#Exponential Decay
#TE=5,	TI=7,	cmax=1,	eta=0.001
#t,	NE,	NI
4476	0.0022	0.0006
4477	0.0018	0.0006
4478	0.0078	0.0036
4479	0.0356	0.0106
4480	0.1582	0.0458
4481	0.1418	0.0374
4482	0.1822	0.0434
4483	0.1988	0.0486
4484	0.1686	0.0396
4485	0.1182	0.0266
4486	0.0646	0.0134
4487	0.0314	0.007
4488	0.0134	0.0026
4489	0.0062	0.002
4490	0.0048	0.0016
4491	0.0252	0.0064
4492	0.0972	0.0242
4493	0.3042	0.0802
4494	0.2892	0.0706
4495	0.2604	0.0636
4496	0.1806	0.0462
4497	0.1078	0.0284
4498	0.0554	0.0144
4499	0.0254	0.0064
4500	0.0106	0.0024
4501	0.0034	0.0002
4502	0.002	0.0006
4503	0.0008	0.0002
4504	0.0064	0.0022
4505	0.0374	0.013
4506	0.1144	0.0302
4507	0.223	0.052
4508	0.3214	0.081
4509	0.2416	0.0636
4510	0.1832	0.0456
4511	0.1012	0.0266
4512	0.049	0.0122
4513	0.0212	0.0042
4514	0.0076	0.0018
4515	0.0036	0.0004
4516	0.0024	0.0002
4517	0.0034	0.0002
4518	0.0046	0.0012
4519	0.023	0.005
4520	0.2598	0.0642
4521	0.3656	0.0914
4522	0.3316	0.086
4523	0.1456	0.034
4524	0.0702	0.0172
4525	0.0336	0.0058
4526	0.012	0.0016
4527	0.0048	0.0006
4528	0.0022	0.0002
4529	0.0014	0.0008
4530	0.001	0.0006
4531	0.0014	0.0004
4532	0.0026	0.0006
4533	0.0098	0.0038
4534	0.0762	0.02
4535	0.2526	0.0688
4536	0.2266	0.0586
4537	0.1898	0.0482
4538	0.1278	0.0322
4539	0.078	0.0182
4540	0.0364	0.0076
4541	0.0182	0.0036
4542	0.0074	0.0008
4543	0.002	0.0006
4544	0.0014	0
4545	0.0016	0.0006
4546	0.007	0.0018
4547	0.0428	0.0114
4548	0.2192	0.0524
4549	0.3398	0.084
4550	0.3588	0.0892
4551	0.2532	0.062
4552	0.1514	0.0374
4553	0.0748	0.018
4554	0.0352	0.0054
4555	0.0152	0.0024
4556	0.0048	0.0014
4557	0.0024	0
4558	0.0012	0
4559	0.0024	0.0008
4560	0.0078	0.002
4561	0.1448	0.0322
4562	0.485	0.121
4563	0.357	0.0866
4564	0.2168	0.0538
4565	0.1158	0.0268
4566	0.0492	0.0122
4567	0.0206	0.0044
4568	0.0082	0.0016
4569	0.0032	0.0004
4570	0.0006	0.0002
4571	0.0014	0
4572	0.001	0.0002
4573	0.0044	0.0014
4574	0.048	0.0112
4575	0.3154	0.0746
4576	0.4146	0.1032
4577	0.2598	0.0638
4578	0.1502	0.0356
4579	0.0772	0.0184
4580	0.0326	0.008
4581	0.0108	0.0022
4582	0.0036	0.0008
4583	0.002	0.0002
4584	0.0012	0.0002
4585	0.0016	0.0002
4586	0.0024	0.0006
4587	0.0112	0.003
4588	0.196	0.0454
4589	0.4188	0.1014
4590	0.4342	0.1082
4591	0.3026	0.0732
4592	0.1698	0.0406
4593	0.0884	0.0194
4594	0.0386	0.0086
4595	0.0158	0.0036
4596	0.0052	0.0018
4597	0.0022	0.0012
4598	0.001	0.0002
4599	0.0012	0.0002
4600	0.0026	0.0012
4601	0.008	0.0014
4602	0.1818	0.044
4603	0.3716	0.0942
4604	0.3398	0.0852
4605	0.227	0.0592
4606	0.0966	0.0252
4607	0.047	0.0124
4608	0.0226	0.0046
4609	0.0076	0.0016
4610	0.004	0.0006
4611	0.0012	0.0004
4612	0.001	0.001
4613	0.0006	0.0002
4614	0.0028	0.001
4615	0.0044	0.001
4616	0.0884	0.0212
4617	0.3776	0.0926
4618	0.4266	0.108
4619	0.2958	0.077
4620	0.1734	0.0444
4621	0.088	0.0214
4622	0.0398	0.0092
4623	0.0156	0.003
4624	0.0078	0.001
4625	0.0032	0.0006
4626	0.0016	0.0002
4627	0.0018	0
4628	0.002	0.001
4629	0.0048	0.0008
4630	0.0844	0.0218
4631	0.2612	0.0676
4632	0.2812	0.0648
4633	0.3044	0.0724
4634	0.2428	0.0568
4635	0.1284	0.0276
4636	0.063	0.0124
4637	0.0294	0.0058
4638	0.0116	0.002
4639	0.005	0.0018
4640	0.003	0.0002
4641	0.0022	0.0006
4642	0.0088	0.002
4643	0.0242	0.0052
4644	0.2252	0.0552
4645	0.4024	0.1028
4646	0.2456	0.0588
4647	0.176	0.0422
4648	0.0978	0.0234
4649	0.0454	0.0086
4650	0.0212	0.0036
4651	0.0082	0.002
4652	0.0044	0.0008
4653	0.0012	0.0002
4654	0.0012	0.0004
4655	0.001	0.0004
4656	0.019	0.0056
4657	0.1668	0.0414
4658	0.3494	0.0868
4659	0.3196	0.0802
4660	0.2232	0.0554
4661	0.1278	0.033
4662	0.063	0.012
4663	0.025	0.0056
4664	0.0066	0.003
4665	0.003	0.0016
4666	0.0016	0.0004
4667	0.001	0.0002
4668	0.001	0.0002
4669	0.0046	0.001
4670	0.0398	0.0088
4671	0.3502	0.0784
4672	0.5842	0.1446
4673	0.3198	0.0754
4674	0.1724	0.0426
4675	0.0824	0.0182
4676	0.031	0.0074
4677	0.0124	0.0024
4678	0.0056	0.001
4679	0.0026	0.0002
4680	0.0016	0.0002
4681	0.0008	0.0002
4682	0.0006	0.0006
4683	0.002	0.0006
4684	0.008	0.0028
4685	0.1018	0.024
4686	0.3522	0.081
4687	0.4758	0.1154
4688	0.2914	0.0692
4689	0.1742	0.0424
4690	0.0896	0.0214
4691	0.0406	0.0098
4692	0.0176	0.0032
4693	0.0054	0.0014
4694	0.0026	0.0006
4695	0.0012	0.0002
4696	0.0006	0.0002
4697	0.0028	0.0006
4698	0.0102	0.0026
4699	0.1706	0.0418
4700	0.3392	0.0896
4701	0.244	0.0628
4702	0.203	0.0492
4703	0.1196	0.0298
4704	0.0576	0.0138
4705	0.0246	0.0056
4706	0.0104	0.0026
4707	0.0044	0.0012
4708	0.0014	0.0008
4709	0.0016	0.0002
4710	0.001	0.0002
4711	0.022	0.0054
4712	0.2132	0.0486
4713	0.4856	0.1184
4714	0.3694	0.0886
4715	0.2438	0.0582
4716	0.117	0.0278
4717	0.056	0.0128
4718	0.0248	0.0042
4719	0.0082	0.0022
4720	0.003	0.0014
4721	0.001	0.0006
4722	0.0008	0.0004
4723	0.0012	0
4724	0.0036	0.001
4725	0.0306	0.0072
4726	0.2964	0.0726
4727	0.4034	0.1022
4728	0.2672	0.068
4729	0.137	0.033
4730	0.0682	0.0158
4731	0.0292	0.0058
4732	0.0108	0.0022
4733	0.0048	0.0006
4734	0.0016	0.0004
4735	0.0008	0.0006
4736	0.0012	0.0002
4737	0.0002	0.0002
4738	0.0004	0.0002
4739	0.0008	0.0008
4740	0.0014	0
4741	0.0046	0.0018
4742	0.0478	0.0112
4743	0.2756	0.0672
4744	0.3736	0.0978
4745	0.2116	0.0508
4746	0.155	0.0402
4747	0.078	0.0184
4748	0.0342	0.0082
4749	0.0148	0.0026
4750	0.0036	0.0006
4751	0.0016	0.0002
4752	0.0008	0
4753	0.0018	0.0002
4754	0.002	0.0004
4755	0.0252	0.0064
4756	0.2312	0.0618
4757	0.245	0.0594
4758	0.2676	0.067
4759	0.1518	0.0382
4760	0.102	0.0266
4761	0.0482	0.0112
4762	0.0234	0.005
4763	0.0104	0.002
4764	0.0044	0.0014
4765	0.0026	0.0004
4766	0.0022	0.0002
4767	0.005	0.0014
4768	0.0146	0.0034
4769	0.248	0.0642
4770	0.2632	0.0616
4771	0.2982	0.0766
4772	0.1808	0.0414
4773	0.0922	0.0228
4774	0.0432	0.0108
4775	0.0162	0.0032
4776	0.0064	0.0014
4777	0.0024	0.0006
4778	0.0012	0.0004
4779	0.0008	0.0004
4780	0.0032	0.0008
4781	0.009	0.0016
4782	0.179	0.0392
4783	0.5466	0.1336
4784	0.3544	0.0902
4785	0.198	0.0502
4786	0.0878	0.0198
4787	0.0358	0.0086
4788	0.0122	0.0028
4789	0.0042	0.0016
4790	0.0016	0.0006
4791	0.0006	0.0004
4792	0.0004	0.0006
4793	0.0006	0.0004
4794	0.0026	0.0006
4795	0.0084	0.0022
4796	0.1746	0.045
4797	0.3292	0.0834
4798	0.268	0.0676
4799	0.176	0.0462
4800	0.0894	0.021
4801	0.0412	0.0092
4802	0.0218	0.004
4803	0.009	0.0016
4804	0.0036	0.0006
4805	0.0008	0
4806	0.0002	0.0002
4807	0.0008	0.0002
4808	0.006	0.001
4809	0.1016	0.0284
4810	0.2256	0.0594
4811	0.254	0.0632
4812	0.1772	0.044
4813	0.0922	0.021
4814	0.0442	0.0094
4815	0.02	0.0038
4816	0.0086	0.002
4817	0.0034	0.0006
4818	0.0016	0.0006
4819	0.0016	0
4820	0.0014	0.0004
4821	0.0042	0.001
4822	0.0352	0.0064
4823	0.4776	0.1162
4824	0.435	0.104
4825	0.2868	0.0704
4826	0.1518	0.0364
4827	0.0704	0.0168
4828	0.0286	0.0064
4829	0.01	0.0022
4830	0.003	0.0002
4831	0.0012	0.0002
4832	0.0006	0.0002
4833	0.0006	0.0004
4834	0.0022	0.0006
4835	0.0018	0.0004
4836	0.0176	0.0044
4837	0.2492	0.0568
4838	0.5248	0.1304
4839	0.3446	0.0874
4840	0.209	0.0508
4841	0.106	0.0248
4842	0.0454	0.0102
4843	0.018	0.003
4844	0.006	0.0014
4845	0.0028	0.0008
4846	0.0014	0.0006
4847	0.001	0.0002
4848	0.0016	0.0004
4849	0.0038	0.0004
4850	0.0522	0.0126
4851	0.2996	0.0736
4852	0.3666	0.092
4853	0.3158	0.0758
4854	0.2268	0.0584
4855	0.114	0.0302
4856	0.061	0.0138
4857	0.0232	0.0064
4858	0.0078	0.0028
4859	0.0034	0.0002
4860	0.0008	0
4861	0.0014	0.0004
4862	0.004	0.0012
4863	0.0078	0.0024
4864	0.0916	0.0218
4865	0.3618	0.0898
4866	0.384	0.097
4867	0.2362	0.062
4868	0.1208	0.031
4869	0.0608	0.0118
4870	0.0282	0.0052
4871	0.012	0.0016
4872	0.0032	0.0012
4873	0.0012	0.0008
4874	0.0004	0.0002
4875	0.0004	0
4876	0.0042	0.0006
4877	0.034	0.0072
4878	0.3656	0.092
4879	0.3342	0.0812
4880	0.3046	0.0734
4881	0.15	0.0372
4882	0.0716	0.0146
4883	0.0284	0.0052
4884	0.0106	0.0022
4885	0.0062	0.0006
4886	0.0018	0
4887	0.001	0.0004
4888	0.0008	0.0002
4889	0.0036	0.0002
4890	0.0076	0.0016
4891	0.2166	0.0546
4892	0.3472	0.0896
4893	0.2586	0.0652
4894	0.175	0.042
4895	0.1042	0.024
4896	0.0452	0.0102
4897	0.0184	0.0048
4898	0.0086	0.002
4899	0.004	0.0008
4900	0.0012	0.0004
4901	0.001	0.0002
4902	0.0016	0.0004
4903	0.0082	0.0026
4904	0.0966	0.024
4905	0.3074	0.079
4906	0.3318	0.0836
4907	0.2356	0.0592
4908	0.1392	0.0336
4909	0.0682	0.0178
4910	0.031	0.009
4911	0.0114	0.0028
4912	0.0044	0.0014
4913	0.0018	0.001
4914	0.0016	0.0002
4915	0.0008	0.0008
4916	0.004	0.0008
4917	0.0284	0.007
4918	0.228	0.057
4919	0.3528	0.0838
4920	0.3944	0.0956
4921	0.2744	0.0686
4922	0.1714	0.0458
4923	0.0884	0.0224
4924	0.0402	0.0104
4925	0.0176	0.0046
4926	0.0074	0.002
4927	0.0036	0.001
4928	0.0016	0.0006
4929	0.0038	0.0006
4930	0.0092	0.0028
4931	0.1242	0.0298
4932	0.3558	0.0848
4933	0.4492	0.109
4934	0.3112	0.0826
4935	0.1614	0.0406
4936	0.0784	0.0186
4937	0.0346	0.0064
4938	0.0118	0.0038
4939	0.0034	0.0018
4940	0.0012	0.0006
4941	0.0004	0
4942	0.0012	0.0002
4943	0.0022	0.0002
4944	0.0034	0.0016
4945	0.0392	0.0144
4946	0.081	0.0214
4947	0.1404	0.0358
4948	0.2026	0.0472
4949	0.2516	0.0588
4950	0.239	0.0602
4951	0.1466	0.0386
4952	0.0788	0.019
4953	0.0428	0.009
4954	0.0158	0.005
4955	0.0078	0.0022
4956	0.0074	0.0016
4957	0.0078	0.0026
4958	0.0096	0.0032
4959	0.02	0.0054
4960	0.0788	0.02
4961	0.2886	0.0718
4962	0.398	0.102
4963	0.2316	0.0592
4964	0.1418	0.0368
4965	0.071	0.0188
4966	0.0324	0.0078
4967	0.0126	0.0036
4968	0.0042	0.002
4969	0.0026	0.0008
4970	0.0016	0.0002
4971	0.0016	0
4972	0.0026	0.0008
4973	0.0276	0.0072
4974	0.2444	0.0586
4975	0.4128	0.1058
4976	0.2838	0.0692
4977	0.1148	0.0282
4978	0.0536	0.0132
4979	0.021	0.0042
4980	0.008	0.0024
4981	0.0022	0.0008
4982	0.0014	0
4983	0.0012	0.0002
4984	0.001	0.0002
4985	0.001	0
4986	0.0012	0.0012
4987	0.0046	0.0008
4988	0.0952	0.0258
4989	0.2392	0.0586
4990	0.3538	0.0856
4991	0.3036	0.0744
4992	0.1986	0.05
4993	0.116	0.0256
4994	0.05	0.0108
4995	0.0218	0.0046
4996	0.0086	0.002
4997	0.0046	0.0006
4998	0.0028	0
4999	0.0024	0.0004
5000	0.0038	0.001
5001	0.01	0.0024
5002	0.1582	0.0372
5003	0.4218	0.1012
5004	0.4358	0.1138
5005	0.2704	0.068
5006	0.1376	0.034
5007	0.0682	0.0142
5008	0.0274	0.0054
5009	0.0094	0.0016
5010	0.0036	0.0008
5011	0.0022	0.0006
5012	0.0004	0.0002
5013	0.001	0
5014	0.001	0.0004
5015	0.001	0.0006
5016	0.0016	0.0002
5017	0.009	0.003
5018	0.0976	0.0272
5019	0.2348	0.0592
5020	0.3122	0.0752
5021	0.2598	0.0642
5022	0.1642	0.0428
5023	0.0796	0.0208
5024	0.0384	0.009
5025	0.0196	0.003
5026	0.0066	0.001
5027	0.0032	0
5028	0.0014	0
5029	0.0012	0
5030	0.0034	0.0002
5031	0.0256	0.0046
5032	0.4158	0.1014
5033	0.4508	0.1134
5034	0.275	0.0684
5035	0.1656	0.0392
5036	0.0734	0.0182
5037	0.0296	0.0076
5038	0.0106	0.0022
5039	0.004	0.0002
5040	0.0016	0
5041	0.001	0.0004
5042	0.0006	0.0002
5043	0.0022	0.0002
5044	0.0108	0.0044
5045	0.1102	0.0258
5046	0.3358	0.0908
5047	0.2166	0.0516
5048	0.2072	0.0518
5049	0.131	0.0338
5050	0.0702	0.0194
5051	0.0296	0.008
5052	0.0124	0.004
5053	0.0052	0.0016
5054	0.0014	0.0002
5055	0.0016	0.0008
5056	0.0008	0.0004
5057	0.026	0.0094
5058	0.0588	0.0142
5059	0.2104	0.0498
5060	0.3536	0.0888
5061	0.3544	0.0898
5062	0.3168	0.0782
5063	0.2014	0.0514
5064	0.1082	0.0226
5065	0.0482	0.01
5066	0.0196	0.0048
5067	0.0076	0.0022
5068	0.0042	0.0018
5069	0.0014	0.001
5070	0.004	0.0014
5071	0.0122	0.003
5072	0.0998	0.025
5073	0.312	0.0798
5074	0.274	0.0692
5075	0.2382	0.0598
5076	0.127	0.0306
5077	0.0586	0.0134
5078	0.0282	0.005
5079	0.014	0.0028
5080	0.0056	0.0008
5081	0.0024	0.0004
5082	0.002	0
5083	0.0012	0
5084	0.005	0.0016
5085	0.0412	0.0134
5086	0.163	0.0414
5087	0.2652	0.0668
5088	0.2926	0.0734
5089	0.2704	0.0692
5090	0.1738	0.045
5091	0.1016	0.0258
5092	0.0472	0.014
5093	0.0188	0.0052
5094	0.0086	0.0018
5095	0.0026	0.0014
5096	0.0018	0.001
5097	0.0062	0.0012
5098	0.0224	0.0038
5099	0.236	0.0536
5100	0.476	0.1146
5101	0.4144	0.103
5102	0.227	0.051
5103	0.1202	0.03
5104	0.0542	0.012
5105	0.0242	0.005
5106	0.008	0.0016
5107	0.0022	0.001
5108	0.001	0.0004
5109	0.0008	0
5110	0.0008	0.0002
5111	0.0032	0.0004
5112	0.0434	0.012
5113	0.24	0.055
5114	0.452	0.1134
5115	0.314	0.0814
5116	0.1688	0.041
5117	0.0864	0.019
5118	0.0366	0.0076
5119	0.014	0.0032
5120	0.0048	0.001
5121	0.0012	0.001
5122	0.0018	0
5123	0.0016	0
5124	0.0012	0.0002
5125	0.002	0.0006
5126	0.008	0.0024
5127	0.1008	0.0288
5128	0.1692	0.0364
5129	0.3566	0.0898
5130	0.2648	0.0656
5131	0.194	0.0498
5132	0.1106	0.0298
5133	0.055	0.0114
5134	0.0274	0.0044
5135	0.0114	0.0022
5136	0.005	0.0008
5137	0.0026	0.0004
5138	0.0036	0.0012
5139	0.0018	0.001
5140	0.0176	0.0038
5141	0.2382	0.0644
5142	0.2222	0.0556
5143	0.264	0.065
5144	0.2028	0.0508
5145	0.1292	0.0334
5146	0.0688	0.0152
5147	0.0306	0.0086
5148	0.011	0.0038
5149	0.0044	0.0012
5150	0.0032	0.0008
5151	0.0006	0.0004
5152	0.0096	0.0036
5153	0.0204	0.0048
5154	0.19	0.0482
5155	0.365	0.0928
5156	0.3084	0.076
5157	0.2162	0.0542
5158	0.1096	0.028
5159	0.0494	0.0142
5160	0.0194	0.0048
5161	0.007	0.0022
5162	0.0024	0.0008
5163	0.0008	0.0002
5164	0.001	0.0002
5165	0.0012	0.0002
5166	0.0056	0.0012
5167	0.0664	0.0162
5168	0.3516	0.0894
5169	0.325	0.0804
5170	0.206	0.0494
5171	0.1292	0.0314
5172	0.0642	0.0162
5173	0.0284	0.0066
5174	0.0096	0.0036
5175	0.0048	0.0016
5176	0.002	0.0004
5177	0.0014	0.0002
5178	0.0006	0.0004
5179	0.0042	0.0014
5180	0.0362	0.01
5181	0.2096	0.059
5182	0.1848	0.0514
5183	0.0992	0.027
5184	0.0666	0.0192
5185	0.0366	0.0078
5186	0.0162	0.0042
5187	0.0088	0.0016
5188	0.0024	0.0008
5189	0.0008	0
5190	0.001	0.0004
5191	0.001	0.0006
5192	0.0038	0.0012
5193	0.0452	0.0142
5194	0.1566	0.0368
5195	0.3662	0.0932
5196	0.2938	0.077
5197	0.176	0.0508
5198	0.0958	0.0256
5199	0.048	0.0118
5200	0.018	0.0038
5201	0.0078	0.0012
5202	0.0036	0.0008
5203	0.0008	0.0004
5204	0.0012	0.0006
5205	0.0008	0.0004
5206	0.0054	0.0014
5207	0.0762	0.0216
5208	0.2096	0.0502
5209	0.3746	0.0932
5210	0.3262	0.0804
5211	0.2556	0.0616
5212	0.1538	0.0368
5213	0.0748	0.0158
5214	0.0348	0.008
5215	0.0126	0.0026
5216	0.0056	0.0014
5217	0.0018	0.0002
5218	0.0028	0.0008
5219	0.0032	0.0006
5220	0.0142	0.0026
5221	0.1386	0.0364
5222	0.2824	0.0732
5223	0.2484	0.062
5224	0.2564	0.0654
5225	0.1338	0.0326
5226	0.0652	0.014
5227	0.029	0.006
5228	0.011	0.0028
5229	0.006	0.0012
5230	0.0038	0.0006
5231	0.0018	0.0004
5232	0.0014	0
5233	0.008	0.0012
5234	0.0384	0.0094
5235	0.3354	0.0868
5236	0.299	0.0766
5237	0.2358	0.058
5238	0.175	0.0448
5239	0.0864	0.0212
5240	0.0374	0.0094
5241	0.017	0.0018
5242	0.0064	0.0006
5243	0.0024	0.0008
5244	0.0012	0.0002
5245	0.0012	0.0006
5246	0.0068	0.0012
5247	0.0728	0.0194
5248	0.2404	0.0676
5249	0.1906	0.046
5250	0.2054	0.0528
5251	0.1242	0.0304
5252	0.0708	0.0166
5253	0.0302	0.0072
5254	0.013	0.0032
5255	0.0062	0.001
5256	0.0028	0.0004
5257	0.002	0.0004
5258	0.0014	0.0002
5259	0.0104	0.0022
5260	0.0568	0.0132
5261	0.3194	0.0806
5262	0.3458	0.0812
5263	0.3562	0.0878
5264	0.1678	0.0408
5265	0.092	0.0228
5266	0.0428	0.0088
5267	0.0154	0.0036
5268	0.0052	0.001
5269	0.0026	0.0012
5270	0.001	0.0006
5271	0.0004	0.0008
5272	0.0034	0.0006
5273	0.0052	0.0006
5274	0.1124	0.0276
5275	0.3358	0.0874
5276	0.3014	0.0748
5277	0.2292	0.056
5278	0.1394	0.0356
5279	0.069	0.0156
5280	0.0296	0.007
5281	0.0138	0.0032
5282	0.0052	0.0014
5283	0.0018	0.0004
5284	0.001	0.0002
5285	0.0018	0.0002
5286	0.0082	0.0024
5287	0.0842	0.0218
5288	0.3174	0.08
5289	0.3288	0.0832
5290	0.2214	0.0548
5291	0.138	0.0342
5292	0.068	0.0164
5293	0.033	0.0088
5294	0.0128	0.0038
5295	0.005	0.0006
5296	0.0018	0.0006
5297	0.0016	0.0002
5298	0.002	0.0004
5299	0.0046	0.001
5300	0.0678	0.0164
5301	0.313	0.0742
5302	0.4508	0.1108
5303	0.3054	0.0768
5304	0.179	0.0472
5305	0.0976	0.0212
5306	0.0446	0.0094
5307	0.0186	0.0036
5308	0.006	0.002
5309	0.002	0.0012
5310	0.001	0.0002
5311	0.0006	0.0002
5312	0.0018	0.0004
5313	0.0036	0.001
5314	0.0482	0.0134
5315	0.2034	0.0544
5316	0.2308	0.0558
5317	0.3358	0.0808
5318	0.2532	0.06
5319	0.152	0.0348
5320	0.077	0.0186
5321	0.035	0.0074
5322	0.0128	0.003
5323	0.0056	0.002
5324	0.0026	0.0002
5325	0.002	0.001
5326	0.0034	0.001
5327	0.0046	0.0006
5328	0.0266	0.0066
5329	0.2236	0.0588
5330	0.2808	0.0676
5331	0.2962	0.0742
5332	0.203	0.049
5333	0.1138	0.0296
5334	0.0576	0.0146
5335	0.0262	0.004
5336	0.0112	0.0026
5337	0.005	0.0006
5338	0.0014	0.0002
5339	0.001	0
5340	0.0032	0.0014
5341	0.011	0.003
5342	0.0974	0.0244
5343	0.271	0.068
5344	0.2374	0.0592
5345	0.2534	0.0638
5346	0.1824	0.0434
5347	0.1258	0.0338
5348	0.0632	0.0148
5349	0.0292	0.006
5350	0.0118	0.003
5351	0.005	0.0014
5352	0.0018	0.001
5353	0.0026	0.001
5354	0.0272	0.0064
5355	0.1922	0.0522
5356	0.2464	0.0614
5357	0.248	0.058
5358	0.2314	0.0596
5359	0.1194	0.0302
5360	0.0646	0.0168
5361	0.0282	0.0046
5362	0.0114	0.0032
5363	0.005	0.0008
5364	0.0034	0.0006
5365	0.0016	0.0004
5366	0.004	0.0002
5367	0.0254	0.008
5368	0.0944	0.0256
5369	0.2072	0.0552
5370	0.2046	0.051
5371	0.2154	0.0572
5372	0.1452	0.0386
5373	0.074	0.0202
5374	0.037	0.01
5375	0.0156	0.0042
5376	0.0068	0.0032
5377	0.003	0.0012
5378	0.0026	0.0002
5379	0.0034	0.0008
5380	0.0126	0.0028
5381	0.0752	0.02
5382	0.228	0.0554
5383	0.4178	0.1004
5384	0.3256	0.08
5385	0.2342	0.0556
5386	0.14	0.0336
5387	0.0696	0.015
5388	0.0304	0.0076
5389	0.0114	0.0028
5390	0.0056	0.0016
5391	0.0018	0.0006
5392	0.002	0.0004
5393	0.0022	0.0002
5394	0.0162	0.0048
5395	0.1402	0.0356
5396	0.3068	0.0718
5397	0.4212	0.107
5398	0.2128	0.0538
5399	0.1184	0.033
5400	0.0582	0.0136
5401	0.0236	0.0056
5402	0.0096	0.0026
5403	0.0022	0.0012
5404	0.0012	0.0002
5405	0.0008	0
5406	0.001	0.0008
5407	0.0018	0.0004
5408	0.0034	0.0014
5409	0.0312	0.008
5410	0.2092	0.0488
5411	0.4232	0.101
5412	0.3842	0.1
5413	0.175	0.041
5414	0.0954	0.0198
5415	0.039	0.01
5416	0.016	0.0028
5417	0.0058	0.0018
5418	0.003	0.0008
5419	0.001	0.0002
5420	0.0012	0.0004
5421	0.0016	0.0004
5422	0.0018	0.0008
5423	0.0178	0.0038
5424	0.2794	0.0732
5425	0.293	0.0758
5426	0.269	0.0664
5427	0.1742	0.0424
5428	0.0876	0.0226
5429	0.0412	0.009
5430	0.0194	0.004
5431	0.0076	0.0014
5432	0.0036	0.0002
5433	0.0016	0.0002
5434	0.0012	0.0002
5435	0.0034	0.0008
5436	0.0142	0.0044
5437	0.135	0.0342
5438	0.3132	0.0836
5439	0.2362	0.059
5440	0.1558	0.0374
5441	0.0804	0.0172
5442	0.039	0.008
5443	0.0174	0.0028
5444	0.006	0.0012
5445	0.0028	0.0004
5446	0.0016	0.0006
5447	0.0014	0
5448	0.0008	0
5449	0.0062	0.0012
5450	0.1002	0.0232
5451	0.4046	0.0942
5452	0.483	0.1222
5453	0.2642	0.0648
5454	0.1376	0.034
5455	0.0694	0.0166
5456	0.026	0.0062
5457	0.0106	0.0024
5458	0.003	0.001
5459	0.0016	0.0004
5460	0.0004	0.0004
5461	0.001	0.0004
5462	0.0012	0
5463	0.002	0.0006
5464	0.0132	0.0032
5465	0.1978	0.0512
5466	0.3208	0.0758
5467	0.376	0.0912
5468	0.2866	0.0706
5469	0.178	0.0408
5470	0.0944	0.0214
5471	0.0412	0.0096
5472	0.017	0.0024
5473	0.0078	0.0006
5474	0.002	0.0004
5475	0.0012	0.0002
5476	0.0026	0.0006
5477	0.0046	0.0022
5478	0.0128	0.0024
5479	0.2064	0.0496
5480	0.396	0.0918
5481	0.4412	0.1028
5482	0.3212	0.0818
5483	0.1972	0.047
5484	0.1084	0.0222
5485	0.047	0.0118
5486	0.0186	0.0036
5487	0.0068	0.0024
5488	0.003	0.0012
5489	0.0008	0.0004
5490	0.0022	0
5491	0.0048	0.0014
5492	0.0252	0.0056
5493	0.2438	0.062
5494	0.3232	0.0796
5495	0.2934	0.073
5496	0.1708	0.0424
5497	0.0882	0.0222
5498	0.039	0.0118
5499	0.0176	0.0034
5500	0.0062	0.0014
5501	0.002	0.0004
5502	0.0006	0.0004
5503	0.0008	0
5504	0.0018	0.0006
5505	0.0038	0.0018
5506	0.025	0.006
5507	0.2316	0.0566
5508	0.3388	0.0796
5509	0.375	0.0936
5510	0.2512	0.0652
5511	0.1252	0.0338
5512	0.0574	0.0152
5513	0.0262	0.0068
5514	0.0112	0.0018
5515	0.0048	0.0014
5516	0.0026	0.0006
5517	0.0018	0.0004
5518	0.0032	0.0006
5519	0.0042	0.0014
5520	0.029	0.0066
5521	0.289	0.0692
5522	0.4496	0.1134
5523	0.2932	0.0738
5524	0.1808	0.0492
5525	0.0936	0.0226
5526	0.0434	0.0098
5527	0.0178	0.003
5528	0.0056	0.0012
5529	0.0028	0.0006
5530	0.0006	0.0004
5531	0.0004	0.0002
5532	0.001	0.0002
5533	0.002	0.0004
5534	0.0016	0.001
5535	0.0088	0.003
5536	0.0874	0.0218
5537	0.2742	0.0696
5538	0.3264	0.079
5539	0.2946	0.072
5540	0.1768	0.0424
5541	0.0938	0.022
5542	0.0452	0.0088
5543	0.0184	0.004
5544	0.005	0.0018
5545	0.0016	0.0006
5546	0.0012	0.0004
5547	0.0008	0.0006
5548	0.004	0.0006
5549	0.009	0.0022
5550	0.166	0.0418
5551	0.3484	0.0842
5552	0.421	0.1024
5553	0.285	0.0732
5554	0.147	0.0322
5555	0.0708	0.0168
5556	0.0314	0.0078
5557	0.011	0.0026
5558	0.0038	0.001
5559	0.0014	0.0004
5560	0.0008	0.0002
5561	0.0006	0.0002
5562	0.0008	0.0006
5563	0.0018	0.0002
5564	0.0056	0.0012
5565	0.1138	0.0284
5566	0.36	0.0834
5567	0.4442	0.1088
5568	0.3794	0.0916
5569	0.2746	0.066
5570	0.149	0.0348
5571	0.0766	0.0192
5572	0.0322	0.0074
5573	0.0122	0.002
5574	0.0042	0.0008
5575	0.0016	0.0002
5576	0.0022	0.0002
5577	0.006	0.0018
5578	0.0486	0.012
5579	0.3604	0.094
5580	0.2804	0.0688
5581	0.228	0.06
5582	0.127	0.0322
5583	0.0634	0.0144
5584	0.0292	0.0056
5585	0.01	0.0014
5586	0.0054	0.0006
5587	0.002	0.0002
5588	0.0006	0.0002
